
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.15,0.0,13409.82,9846.826,1.352015808847622,0.004253324814598818,1.3614986045097166,0.0
0.15,0.02,13318.676,9827.78,1.3445724432304347,0.004428808045084182,1.362098358919757,36.686
0.15,0.04,13355.572,9847.556,1.3459280297351066,0.004521482591841409,1.357291034464099,74.334
0.15,0.06,13293.602,9849.784,1.3409220029972877,0.004042844069064784,1.3523187404886639,112.248
0.15,0.08,13237.134,9826.288,1.3355355469637618,0.004633013763123957,1.3466138926268465,148.712
0.15,0.1,13200.904,9845.582,1.3305757872941486,0.004384541322501203,1.3430663303258976,188.538
0.15,0.12000000000000001,13098.464,9808.194,1.324069271461607,0.004473911250996919,1.3407264301319832,224.484
0.15,0.14,13081.344,9809.192,1.3224513166788152,0.004336286804238617,1.3394832048244087,263.72
0.15,0.16,13054.274,9810.268,1.3201363235086032,0.004217567175410955,1.3342300319698808,300.808
0.15,0.18,13069.57,9864.938,1.3163063529171608,0.004095866081138007,1.3348039867398809,341.392
0.15,0.19999999999999998,12954.8,9769.568,1.311999479893235,0.004748679941037392,1.329830636008565,375.13
0.15,0.21999999999999997,13061.95,9904.268,1.3127026009863048,0.0037143528850604045,1.3264061247211731,423.212
0.15,0.23999999999999996,12958.962,9846.694,1.306663071920002,0.004229056453593989,1.321014844165568,460.24
0.15,0.25999999999999995,12883.976,9809.138,1.302245710103174,0.004354514994562624,1.3196828566715249,492.47
0.15,0.27999999999999997,12859.802,9827.896,1.2980415186969612,0.004324015634013228,1.3156404420863668,534.602
0.15,0.3,12839.354,9865.286,1.2930210717072466,0.0040421288978889965,1.3124657676422378,580.696
0.15,0.32,12655.828,9751.076,1.283608412549889,0.004693076110137674,1.310565180506985,612.0
0.15,0.34,12410.018,9602.062,1.2699882370974618,0.0057043141091663845,1.3046470610834004,644.876
0.15,0.36000000000000004,12371.91,9583.194,1.2679698522714307,0.005690891747043976,1.3042522588857115,682.18
0.15,0.38000000000000006,12441.102,9695.94,1.2645865200756508,0.005395320711090916,1.2978552503397633,732.226
0.15,0.4000000000000001,12369.746,9656.418,1.2622404862126146,0.005125514654565406,1.295512826410401,765.172
0.15,0.4200000000000001,12432.572,9733.062,1.2635309913058148,0.004406672308319117,1.293992123965174,814.226
0.15,0.4400000000000001,12107.62,9487.424,1.2490878403853438,0.005863138235469838,1.287417106121008,830.822
0.15,0.46000000000000013,12341.808,9740.49,1.2551226033425542,0.004129706757117077,1.285433096167104,897.876
0.15,0.48000000000000015,12188.198,9640.98,1.2464095497223244,0.0048240257882425615,1.2802154482653807,929.282
0.15,0.5000000000000001,12318.24,9791.27,1.2456969212832445,0.004624233212423849,1.276872531018746,986.83
0.15,0.5200000000000001,12091.286,9636.08,1.2343303793040736,0.005468111658903783,1.2722973091821401,1015.858
0.15,0.5400000000000001,12042.392,9605.614,1.2354838743090175,0.004795768707698634,1.2674148997762416,1049.058
0.15,0.5600000000000002,12018.754,9625.042,1.2300179193543308,0.004997980533161407,1.2650427216145772,1097.012
0.15,0.5800000000000002,11995.324,9661.078,1.2253117608181805,0.004637423552392734,1.2612731046625318,1145.336
0.15,0.6000000000000002,11812.386,9524.384,1.215689289411586,0.0056049741599393755,1.2546016783828364,1174.23
0.15,0.6200000000000002,11702.086,9506.054,1.2058755668944248,0.005651538385583655,1.2544375649764925,1213.636
0.15,0.6400000000000002,11733.8,9554.714,1.2072929380726491,0.005062108579772589,1.249951912371728,1258.976
0.15,0.6600000000000003,11544.822,9446.96,1.1998756461991615,0.004864619788219103,1.2452484608140444,1294.034
0.15,0.6800000000000003,11607.92,9553.506,1.1950070395578765,0.0049227330238389025,1.2415567373224503,1351.22
0.15,0.7000000000000003,11492.386,9440.964,1.1938226155700111,0.005068243044029722,1.2384384890127231,1375.466
0.15,0.7200000000000003,11487.934,9486.442,1.19103895508472,0.004667117755933594,1.2324459813115176,1427.368
0.15,0.7400000000000003,11150.414,9264.204,1.1745786356938996,0.005398863535204182,1.2257453073414069,1438.036
0.15,0.7600000000000003,11037.774,9225.898,1.1663482675061276,0.005367799105985238,1.2261134099435032,1478.826
0.15,0.7800000000000004,11235.072,9406.09,1.1710860129488596,0.004887366139466679,1.2193495282253624,1547.652
0.15,0.8000000000000004,11040.816,9283.554,1.1630279145567484,0.0050299684036158275,1.220493929652978,1578.038
0.15,0.8200000000000004,10940.434,9242.402,1.1564116756120524,0.0049596846741406415,1.210978204144608,1619.844
0.15,0.8400000000000004,10929.324,9263.862,1.152780320671492,0.005097242177778214,1.2064497175587476,1664.254
0.15,0.8600000000000004,10652.658,9091.238,1.1351867380573573,0.0059310057865322955,1.203156445796519,1680.696
0.15,0.8800000000000004,10546.294,9045.616,1.132371080081971,0.005370415270355154,1.200249303106314,1717.814
0.15,0.9000000000000005,10322.048,8859.626,1.123905970452524,0.005811531207245318,1.1914558775812405,1722.064
0.15,0.9200000000000005,10065.416,8706.82,1.1123594157231362,0.0059920267752002696,1.1902675775627936,1738.464
0.15,0.9400000000000005,10207.726,8859.232,1.1115425790678874,0.006035060132680725,1.1839302212850786,1817.984
0.15,0.9600000000000005,10080.068,8745.374,1.1086704167758046,0.006076831208364004,1.1809708186834857,1829.394
0.15,0.9800000000000005,9841.982,8609.822,1.0985573952184793,0.005889448161391133,1.1697228869297505,1855.428
0.15,1.0000000000000004,9855.556,8645.76,1.0930845824259763,0.0062227323647027905,1.1653327838727536,1909.352
