
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.05,0.0,13425.31,9904.454,1.3488946090382181,0.0039579408047070155,1.3603040988293122,0.0
0.05,0.02,13440.018,9865.568,1.3532086432475854,0.004361496390681614,1.361549096698754,1.3
0.05,0.04,13447.168,9865.738,1.3543336297000876,0.004182238801745392,1.3600193911602516,2.706
0.05,0.06,13387.96,9825.596,1.3498409474935642,0.004962464882363236,1.358810263932848,4.124
0.05,0.08,13449.728,9866.908,1.3551040715604774,0.003968636471619332,1.3594671172062744,5.592
0.05,0.1,13488.54,9884.95,1.357064065034474,0.0039138291773451565,1.3593358781983695,6.616
0.05,0.12000000000000001,13401.966,9829.42,1.3529814284112864,0.004399111738695025,1.3619341655168395,8.374
0.05,0.14,13423.38,9846.09,1.352939830442269,0.0044788136374548865,1.3614005344092386,9.45
0.05,0.16,13407.11,9866.272,1.3504844620776855,0.004099864896943031,1.3600578914496773,10.998
0.05,0.18,13433.706,9866.83,1.3534596919243402,0.003944787202729785,1.3611601770812356,12.372
0.05,0.19999999999999998,13463.326,9905.852,1.3532764936748165,0.003687058283682655,1.3612931493641214,13.738
0.05,0.21999999999999997,13443.73,9904.07,1.3507531895927043,0.003917197192239989,1.3596340608969717,14.966
0.05,0.23999999999999996,13375.43,9826.72,1.349588559124501,0.004640146358592283,1.3592514840526617,16.57
0.05,0.25999999999999995,13543.586,9961.726,1.3571226733999846,0.0029430694230661815,1.358606541988643,18.57
0.05,0.27999999999999997,13516.956,9923.32,1.3572374633903999,0.003500612150970257,1.359082968384882,19.422
0.05,0.3,13387.418,9867.068,1.3487635556007511,0.003947613372818594,1.3597415651660676,20.844
0.05,0.32,13490.274,9922.424,1.3540683265652977,0.0036252082101235943,1.359242266243272,22.478
0.05,0.34,13378.694,9846.95,1.3484837133070104,0.004430347224412697,1.3606772842771324,23.57
0.05,0.36000000000000004,13437.388,9883.912,1.3511781381722694,0.004226758789289151,1.361062113136825,24.772
0.05,0.38000000000000006,13490.134,9941.956,1.3530285473121328,0.0033110487653175012,1.358016604189074,26.298
0.05,0.4000000000000001,13465.564,9922.84,1.3516041775395284,0.0036475065502743226,1.3610130342368048,28.35
0.05,0.4200000000000001,13340.868,9845.38,1.3437324707850493,0.004771896343486612,1.359395264894179,28.958
0.05,0.4400000000000001,13279.458,9788.548,1.342247046578217,0.00510879382911009,1.3580621545093252,30.692
0.05,0.46000000000000013,13125.79,9674.684,1.336119754859864,0.005704075493139646,1.358463123057634,31.366
0.05,0.48000000000000015,13449.936,9885.348,1.3533373198948837,0.00385899662828889,1.3593343496410848,33.078
0.05,0.5000000000000001,13473.034,9942.232,1.3513594236062596,0.0032664051799275815,1.3595605792851726,34.522
0.05,0.5200000000000001,13392.338,9808.048,1.3526585656689458,0.004778349604009754,1.3582395859895673,35.974
0.05,0.5400000000000001,13362.598,9828.518,1.3488496496847031,0.0044718281181470275,1.356886642247885,37.486
0.05,0.5600000000000002,13396.928,9866.014,1.3487169340594578,0.004293036427250677,1.3586106326872778,38.918
0.05,0.5800000000000002,13342.69,9826.732,1.3462605673966006,0.004587453591188278,1.3581147347643059,39.934
0.05,0.6000000000000002,13403.444,9884.128,1.3483377143772126,0.003997762130213519,1.3585129358210102,41.572
0.05,0.6200000000000002,13266.44,9773.668,1.3437570651106496,0.004786712818970696,1.3583894638059777,43.354
0.05,0.6400000000000002,13397.314,9886.146,1.3483259741659852,0.003685813564094751,1.35782166514769,43.794
0.05,0.6600000000000003,13485.34,9942.24,1.3526321602627718,0.0031412508588899305,1.3568778289378511,46.688
0.05,0.6800000000000003,13388.874,9904.46,1.3460086482223292,0.0035372267498262884,1.3572240047511182,47.242
0.05,0.7000000000000003,13524.198,9942.528,1.3564376367058075,0.003258954815057668,1.3572412897780521,49.016
0.05,0.7200000000000003,13296.57,9810.06,1.3441240539939994,0.004454615953221332,1.3600920027705008,49.242
0.05,0.7400000000000003,13396.636,9865.954,1.3490387080587107,0.004305988939025903,1.3579936004498732,50.984
0.05,0.7600000000000003,13324.918,9826.77,1.3440923291463476,0.00470645088401412,1.3579620017464011,52.848
0.05,0.7800000000000004,13337.462,9787.156,1.3476191481746336,0.005281630898690563,1.3576869347574947,52.946
0.05,0.8000000000000004,13526.67,9962.158,1.3557467283402904,0.0029074702375264335,1.3567291238769292,56.354
0.05,0.8200000000000004,13391.134,9865.056,1.3484915369931885,0.004227383899408428,1.356836927649832,55.366
0.05,0.8400000000000004,13354.896,9846.21,1.3461461719202592,0.004437315343678071,1.3561917216028143,56.822
0.05,0.8600000000000004,13387.63,9868.248,1.3475532148994256,0.004410785398663022,1.3563929506689518,58.402
0.05,0.8800000000000004,13470.864,9922.988,1.3518954645363392,0.003797643422417687,1.3577388310199985,62.066
0.05,0.9000000000000005,13299.31,9788.806,1.3439939140652037,0.0052643222815239536,1.355115432682876,62.722
0.05,0.9200000000000005,13367.148,9885.072,1.3448509208715882,0.003977360591320488,1.3562193542766154,62.676
0.05,0.9400000000000005,13297.304,9827.448,1.3416438447623087,0.004610819302228571,1.358555566894856,65.886
0.05,0.9600000000000005,13331.072,9863.94,1.3416225926080736,0.004470624073203166,1.358491743508351,64.618
0.05,0.9800000000000005,13488.584,9962.728,1.351988603782749,0.002711682102465751,1.3588103668703657,68.19
0.05,1.0000000000000004,13221.644,9767.926,1.337302426314932,0.00540069507318447,1.3546071804025992,69.688
