
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.15,0.0,13510.506,9922.59,1.3559200335174215,0.003865313897169726,1.3611406663397068,0.0
0.15,0.02,13338.782,9788.08,1.348009667198491,0.005211927395270167,1.3594412624997145,3.258
0.15,0.04,13450.566,9904.892,1.351974565804134,0.0036399532321316065,1.3589159464024279,6.542
0.15,0.06,13277.836,9769.842,1.3439645895960906,0.005116625786222347,1.3617389352706935,9.706
0.15,0.08,13434.432,9884.464,1.3513374893555208,0.00399992999535497,1.3585263150347147,13.272
0.15,0.1,13340.588,9826.752,1.3460910712255758,0.004625891722137496,1.3607091496313863,16.514
0.15,0.12000000000000001,13480.412,9885.3,1.3563491369278038,0.003891171010671498,1.3604325459104831,19.762
0.15,0.14,13536.868,9942.504,1.3580059123632773,0.003126886544498927,1.3604290399278651,23.164
0.15,0.16,13416.692,9866.734,1.350138121489551,0.004518350825099546,1.3584970935849305,26.4
0.15,0.18,13469.53,9923.478,1.3528089980282598,0.0032488373114196536,1.3575886991170156,29.554
0.15,0.19999999999999998,13363.526,9829.192,1.3492095245564955,0.004327280096048808,1.359008555914199,32.816
0.15,0.21999999999999997,13466.404,9942.032,1.350550326520101,0.003462905759934397,1.3584590683192617,36.422
0.15,0.23999999999999996,13469.054,9923.616,1.3523745626449757,0.0036000913203985737,1.3585027862419885,40.046
0.15,0.25999999999999995,13388.512,9884.71,1.347203370218943,0.003872213420013961,1.3568671904924794,42.724
0.15,0.27999999999999997,13407.604,9903.152,1.3468979258912108,0.004005164245794987,1.3566309921181732,46.56
0.15,0.3,13480.57,9905.084,1.3548546173486298,0.0038078123994447614,1.3586299049672361,49.186
0.15,0.32,13353.602,9869.834,1.3446274781021477,0.004158622270761693,1.3591563143630383,53.208
0.15,0.34,13354.98,9867.028,1.3458077060679425,0.003790424682755725,1.3566359426993209,56.31
0.15,0.36000000000000004,13318.658,9827.936,1.3445272214556985,0.004432636506654222,1.3552519335045885,58.844
0.15,0.38000000000000006,13287.666,9810.422,1.3433320847176728,0.004335806215989428,1.3560046239159884,62.586
0.15,0.4000000000000001,13338.334,9826.94,1.3455336101520383,0.004714675717520762,1.3569959204123323,65.464
0.15,0.4200000000000001,13304.964,9848.086,1.3405936751846688,0.004588277333884424,1.355377290705236,69.704
0.15,0.4400000000000001,13354.024,9846.85,1.3461725325670462,0.004354196464473392,1.3553565413377036,73.166
0.15,0.46000000000000013,13342.696,9866.874,1.3439075506529645,0.004076655536197178,1.3553656819757363,75.302
0.15,0.48000000000000015,13240.852,9811.6,1.3384497493816936,0.004354220634787417,1.354391605614971,78.544
0.15,0.5000000000000001,13329.516,9865.45,1.3420791393154317,0.004228820359964981,1.3553365726072302,83.702
0.15,0.5200000000000001,13383.344,9885.452,1.34700931317275,0.003810604972596772,1.3519362771369114,86.636
0.15,0.5400000000000001,13389.96,9903.724,1.3452728857559997,0.003997363466221459,1.355962847803536,90.474
0.15,0.5600000000000002,13443.996,9961.09,1.3466571782363055,0.003252136706908135,1.354398443182264,93.632
0.15,0.5800000000000002,13421.44,9923.562,1.347807472309971,0.003495665841312311,1.3556449532197843,96.0
0.15,0.6000000000000002,13472.816,9944.356,1.3520442987620127,0.002908830013112261,1.3546757286381943,99.64
0.15,0.6200000000000002,13334.58,9903.932,1.3404070905270649,0.003559750422349692,1.3550948384893624,102.912
0.15,0.6400000000000002,13328.666,9830.116,1.3460610501529993,0.004226260759150709,1.3540289475137464,104.57
0.15,0.6600000000000003,13372.436,9884.758,1.3457193492864024,0.00382933640516224,1.3532064987732677,109.002
0.15,0.6800000000000003,13405.264,9942.312,1.3445813733491911,0.003281867789506275,1.3543945526931072,113.426
0.15,0.7000000000000003,13323.994,9846.994,1.3436654677798798,0.004188948782426241,1.3518071630565183,116.28
0.15,0.7200000000000003,13234.118,9826.52,1.3343663465505884,0.0049084323363538795,1.350233407146224,120.172
0.15,0.7400000000000003,13210.386,9807.636,1.334523920889229,0.004670546710488162,1.3523419014397255,120.794
0.15,0.7600000000000003,13389.098,9941.378,1.3421218147316751,0.0037378988441756373,1.3497190684393303,127.076
0.15,0.7800000000000004,13246.412,9829.172,1.3378753645802566,0.004154830845164391,1.3483747741081107,130.116
0.15,0.8000000000000004,13247.152,9848.548,1.3350129639354344,0.0044416858936915035,1.351025252245769,133.436
0.15,0.8200000000000004,13254.55,9885.39,1.3332070499679054,0.0040187769264602834,1.3514810212687507,135.23
0.15,0.8400000000000004,13373.18,9924.242,1.3428445180494948,0.003401333669667147,1.3498753096196345,137.416
0.15,0.8600000000000004,13160.932,9789.39,1.3311572828511968,0.0048436702232562915,1.3485719980350013,140.15
0.15,0.8800000000000004,13262.006,9845.828,1.3364077539853836,0.004571014202231187,1.3488075387417928,146.312
0.15,0.9000000000000005,13252.164,9865.584,1.3348358696139353,0.004029516184836923,1.3497833938264219,147.66
0.15,0.9200000000000005,13244.986,9868.222,1.3340713071100994,0.003960482336317014,1.3486208106846211,151.188
0.15,0.9400000000000005,13156.89,9809.34,1.3289763355314628,0.004697637108448107,1.3481661526466593,156.754
0.15,0.9600000000000005,13059.072,9712.888,1.3255728629827916,0.005657652367461464,1.3473777621318879,156.796
0.15,0.9800000000000005,13127.39,9768.77,1.3283199081582,0.005213107865282049,1.3481824116116077,160.04
0.15,1.0000000000000004,13140.128,9806.686,1.3258758204291465,0.005137651818230164,1.3474338293731587,166.078
