
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.05,0.0,13443.048,9864.694,1.3531618884771859,0.004514094440416187,1.3617638416926776,0.0
0.05,0.02,13355.878,9828.49,1.3481526828107233,0.00445063261895939,1.3614202725210869,2.464
0.05,0.04,13449.374,9903.69,1.35147044399298,0.003902325738414353,1.3606803963933571,4.834
0.05,0.06,13483.73,9905.2,1.355551526104699,0.0035890405033044354,1.3608344877200163,7.42
0.05,0.08,13364.938,9806.764,1.3490633434040458,0.005024517940198027,1.360658175254169,9.878
0.05,0.1,13444.254,9886.076,1.3528039563455616,0.003806458366283257,1.3590484071438587,12.812
0.05,0.12000000000000001,13446.862,9905.422,1.3520117959880757,0.003442319398466149,1.3590535913303237,14.924
0.05,0.14,13565.56,9942.922,1.3609499429496192,0.003096042937987769,1.3592300671074655,17.078
0.05,0.16,13466.934,9905.346,1.3534216440058595,0.003769678096018039,1.3591802502353527,19.49
0.05,0.18,13378.688,9848.46,1.3492760956699368,0.004176886443858608,1.3586910996332886,21.682
0.05,0.19999999999999998,13433.642,9885.85,1.35170074214645,0.0038865186083897473,1.3616989938604356,24.612
0.05,0.21999999999999997,13411.012,9885.406,1.3490656258618772,0.004112053442690779,1.3595664117181634,26.784
0.05,0.23999999999999996,13378.2,9865.85,1.3469887914352072,0.004283530091593391,1.358599464010786,29.164
0.05,0.25999999999999995,13456.622,9904.69,1.3520056314479025,0.0038826417553649174,1.3592495862341292,31.578
0.05,0.27999999999999997,13386.84,9845.954,1.349539961846369,0.004346268943027822,1.3602636108309891,34.9
0.05,0.3,13408.074,9866.126,1.3504201718466724,0.004059672192731849,1.357844056463833,36.402
0.05,0.32,13318.94,9806.622,1.3440684439889459,0.005181914070023235,1.360153638103073,39.1
0.05,0.34,13370.438,9865.286,1.3461442178030412,0.004260004493304721,1.3571309494273311,41.184
0.05,0.36000000000000004,13279.404,9775.694,1.344674729433701,0.004924432772011178,1.3581280295866325,44.508
0.05,0.38000000000000006,13383.628,9865.52,1.348243162578455,0.004053610434524256,1.3588261358766136,45.8
0.05,0.4000000000000001,13333.042,9827.542,1.3457039074332395,0.004494153943309217,1.3580543768053839,48.346
0.05,0.4200000000000001,13325.854,9847.078,1.3428110076693816,0.004531147972796866,1.3605063361871925,51.538
0.05,0.4400000000000001,13328.47,9826.238,1.3438373802055206,0.004954332163869477,1.357688882502081,53.512
0.05,0.46000000000000013,13325.534,9827.464,1.3450500701972679,0.00450693435311789,1.3560096436180378,55.996
0.05,0.48000000000000015,13381.646,9923.192,1.3438236819633465,0.0033728314250296514,1.3570751744499425,58.804
0.05,0.5000000000000001,13349.002,9829.008,1.347247547418524,0.00454080487193395,1.3562835880332957,60.572
0.05,0.5200000000000001,13357.332,9866.598,1.3458458152024315,0.0039283002980204495,1.3573792687144073,63.314
0.05,0.5400000000000001,13348.244,9845.922,1.3451443615034633,0.004547583477616713,1.3588742073716011,67.01
0.05,0.5600000000000002,13299.324,9811.028,1.3446588685280199,0.004271863942078641,1.3555886973046958,68.252
0.05,0.5800000000000002,13368.858,9884.7,1.3451643896471759,0.003852498745316522,1.3588926264224126,72.224
0.05,0.6000000000000002,13392.98,9922.966,1.3445733805824718,0.0035992199928169305,1.355401747478641,73.884
0.05,0.6200000000000002,13397.044,9902.684,1.3452861585562597,0.004177331387636662,1.3547168373802476,76.766
0.05,0.6400000000000002,13408.3,9923.738,1.346159840069622,0.0035650022207676323,1.3556898173306033,79.906
0.05,0.6600000000000003,13321.462,9846.902,1.3428730613088276,0.004350563297603899,1.3558653213520633,81.282
0.05,0.6800000000000003,13369.954,9886.318,1.3457407323775312,0.003632865093966393,1.3559404928602008,84.736
0.05,0.7000000000000003,13422.794,9942.282,1.3462830747492256,0.0031876551042356073,1.3541398490611514,86.596
0.05,0.7200000000000003,13228.968,9792.27,1.3386167623667162,0.0046640189650609684,1.3552977349505366,88.0
0.05,0.7400000000000003,13273.4,9827.34,1.3388133578641415,0.004769920848930514,1.3565809668849051,90.44
0.05,0.7600000000000003,13278.45,9847.26,1.3384824852647796,0.004393196314250974,1.3542388556536642,94.678
0.05,0.7800000000000004,13367.726,9907.344,1.3439813716865638,0.0035003870179172495,1.3528706732844786,96.658
0.05,0.8000000000000004,13214.938,9789.822,1.335692470004013,0.00504212062894315,1.3531335282211285,95.424
0.05,0.8200000000000004,13283.51,9830.506,1.3414537785202834,0.0041144518593673,1.3548634975248242,101.074
0.05,0.8400000000000004,13331.498,9904.822,1.3397706190006233,0.003821583194183949,1.3542738463596438,103.34
0.05,0.8600000000000004,13398.822,9903.722,1.3467139488722681,0.0036962275457534375,1.3551628740567756,102.98
0.05,0.8800000000000004,13326.784,9846.71,1.3430427055245042,0.004541057497816253,1.3526397267410943,108.342
0.05,0.9000000000000005,13295.63,9869.728,1.340155227288654,0.003632244011056722,1.3529060531041668,111.344
0.05,0.9200000000000005,13312.984,9848.056,1.3418828417066269,0.004449343414380039,1.352768171296027,113.256
0.05,0.9400000000000005,13153.204,9749.54,1.3319453489458497,0.005474366367090647,1.3525641477594705,115.306
0.05,0.9600000000000005,13322.88,9903.27,1.3382694319245152,0.003967796193711058,1.353703139460978,117.67
0.05,0.9800000000000005,13355.046,9885.324,1.3438318416627992,0.003882518322830546,1.3531722553609749,118.516
0.05,1.0000000000000004,13355.08,9904.09,1.3426796512061787,0.0035002429093648974,1.3523007173828379,124.17
