
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced,propTracedMean,propTracedStd,theoreticalMean_NoTracingTerm,theoreticalMean_TracingTerm
0.9400000000000005,0.02,19594.06,10000.0,1.9594060000000002,0.0032322949911509683,1.961612644673172,5.198,0.0005250505050505051,1.1086144294302008e-5,0.0383510315937891,0.10753243926644071
0.9600000000000005,0.02,19683.54,10000.0,1.9683539999999997,0.0034192328840004535,1.9744562462529254,3.442,0.0003476767676767677,9.479293869239036e-6,0.025522764771157724,0.08589198661228835
0.9800000000000005,0.02,19885.354,10000.0,1.9885353999999997,0.003421429873377047,1.9871555633383122,1.58,0.00015959595959595958,6.476805835608634e-6,0.012840109761793447,0.039951697706471646
1.0000000000000004,0.02,19994.194,10000.0,1.9994194,0.003320753507110996,2.0000000000000004,0.0,0.0,0.0,-2.8447635621572405e-16,0.0
0.0,0.04,13002.404,9750.256,1.317564974448501,0.005226268572335885,1.3372330687660998,216.298,0.02251083700370647,0.00010238880333422265,0.6362726655499349,1.8132287103030864
0.02,0.04,13097.516,9732.66,1.3279103629708762,0.005529542966227904,1.3452104936690021,209.744,0.021822884130689425,0.00010810329032998875,0.6282296874638967,1.845292414280562
0.04,0.04,13399.892,9845.64,1.3496747194809768,0.0048774838244951355,1.3621929567946487,206.234,0.021174515667968127,0.0001286009493359953,0.6133910609555048,1.766474448207744
0.06,0.04,13633.842,9942.474,1.3676570613935242,0.0032148178909002516,1.3782925462573958,202.722,0.020601456164371756,7.380061562593499e-5,0.5981293892962763,1.7426147236438474
0.08,0.04,13774.39,9922.038,1.3821020633569616,0.00396910447399253,1.3885408109180644,196.532,0.01998556818864352,8.063648178410979e-5,0.5888290263162482,1.721154239794375
0.1,0.04,13950.694,9942.25,1.3992964539909878,0.003401199840702554,1.4011913211733997,191.688,0.01947404984385055,7.310644688671676e-5,0.5780676000752764,1.6431300250784449
0.12000000000000001,0.04,14022.84,9923.552,1.407834625960776,0.0036546927744190195,1.4193137090597465,185.764,0.01894324738001565,8.112451684600087e-5,0.5607579890656892,1.6127582863108003
0.14,0.04,14251.81,9961.574,1.4278052657339748,0.00324059668837085,1.4340625775520959,180.044,0.018243455388847505,7.210905435068115e-5,0.5472568836859396,1.5712152492368077
0.16,0.04,14395.632,9960.806,1.4415224014691284,0.00370210204726987,1.4451464572933417,175.806,0.017935635345047114,0.00010565904452771039,0.5362995277800774,1.5707772348496847
