
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.15,0.0,13467.138,9830.342,1.3600524721277036,0.004236896516416382,1.3676175980639629,0.0
0.15,0.02,13475.456,9885.798,1.356409791933981,0.00364920266582639,1.3633981606243126,57.388
0.15,0.04,13432.594,9903.314,1.3492655780795704,0.004095830623619217,1.3588785858102286,115.706
0.15,0.06,13312.264,9844.986,1.3407773464286143,0.004834823555893887,1.353040251839598,173.55
0.15,0.08,13234.97,9791.124,1.3386660388579859,0.004769402679400088,1.349567197177732,230.464
0.15,0.1,13199.81,9867.074,1.329912791433435,0.003863627452467654,1.341674318996565,290.054
0.15,0.12000000000000001,13317.342,9962.778,1.3346501557040764,0.002867350379346176,1.3381447441461518,353.428
0.15,0.14,13153.482,9885.98,1.324109694520513,0.0036400985975764736,1.331987463877953,407.612
0.15,0.16,13001.068,9865.75,1.3099118683076096,0.003837208898717951,1.3277497944410603,470.282
0.15,0.18,12936.902,9770.06,1.3108194780316458,0.004637753379278614,1.3216724094313015,522.432
0.15,0.19999999999999998,12804.002,9792.584,1.2966496516699915,0.004201622489924614,1.319107434074843,583.952
0.15,0.21999999999999997,12937.104,9923.394,1.29904686433853,0.0034206861550062882,1.3105584532276582,653.194
0.15,0.23999999999999996,12832.382,9867.21,1.2928930025007852,0.0038042730040995314,1.305902390707512,711.448
0.15,0.25999999999999995,12517.36,9684.702,1.2759909064789965,0.004951452707941504,1.3014765130771888,759.962
0.15,0.27999999999999997,12569.472,9736.13,1.2767767172995639,0.0046787395999221,1.2972368640158114,822.014
0.15,0.3,12420.96,9716.866,1.2644651095355584,0.004447218020649983,1.291078497484615,878.744
0.15,0.32,12340.734,9666.448,1.2604291977802673,0.004704907201723203,1.283556961738693,935.21
0.15,0.34,12199.406,9636.592,1.2458849224163087,0.005399387080431711,1.2810822749964998,997.15
0.15,0.36000000000000004,12221.418,9684.794,1.2476313675460562,0.004373512326677916,1.2709800815373753,1062.908
0.15,0.38000000000000006,12261.41,9723.142,1.2491923362803572,0.0039352813382636034,1.2691520533431386,1128.024
0.15,0.4000000000000001,11876.144,9519.094,1.2254428013680057,0.005231755042339425,1.2617842611034003,1170.806
0.15,0.4200000000000001,11980.68,9626.528,1.2266816436535761,0.004791081989281318,1.2552680503195393,1244.46
0.15,0.4400000000000001,11837.724,9566.994,1.217018711714943,0.005033658902375791,1.2525791720765187,1293.704
0.15,0.46000000000000013,11639.684,9455.564,1.2053437305905388,0.005521098175308091,1.2427790877065394,1340.968
0.15,0.48000000000000015,11671.856,9530.456,1.202424765711414,0.005272543493027551,1.2368208610724645,1419.408
0.15,0.5000000000000001,11397.942,9343.418,1.1915961307241933,0.005480033952406612,1.232708473223593,1454.45
0.15,0.5200000000000001,11219.262,9261.744,1.1810473691459287,0.005588645928276019,1.2258210169058428,1499.846
0.15,0.5400000000000001,11437.622,9492.638,1.1820656746115663,0.005230610960543933,1.2172775928325255,1602.166
0.15,0.5600000000000002,11453.744,9523.468,1.1811360183835564,0.005110964352431693,1.2133821389553487,1675.164
0.15,0.5800000000000002,11124.702,9348.988,1.1619459925612896,0.0055790590200395325,1.2051664679640879,1709.154
0.15,0.6000000000000002,11007.694,9283.04,1.1609779801326012,0.004746912819302129,1.203092322627192,1762.836
0.15,0.6200000000000002,10779.256,9145.798,1.1462292542772567,0.005540299699573023,1.1952144046079558,1797.816
0.15,0.6400000000000002,10588.288,9025.364,1.1364297926031035,0.005831942261535196,1.1880307529186172,1837.672
0.15,0.6600000000000003,10135.356,8729.828,1.113594791997332,0.006492736792834051,1.1787689888032173,1839.72
0.15,0.6800000000000003,10155.856,8750.458,1.1145008114197796,0.0063252058961429025,1.1718560302918126,1910.826
0.15,0.7000000000000003,9962.752,8672.816,1.1047155766740622,0.005979512879348585,1.167216245998387,1946.348
0.15,0.7200000000000003,9949.51,8702.884,1.102255299370906,0.005712129067002577,1.1607219302914131,2016.202
0.15,0.7400000000000003,9955.486,8741.128,1.1002840101235398,0.005511486643749702,1.1536715062998912,2087.364
0.15,0.7600000000000003,9469.994,8382.844,1.0800041680167896,0.005994869696484378,1.1444869456801663,2068.56
0.15,0.7800000000000004,9088.734,8066.974,1.0723823096924774,0.005811507458088842,1.1358242414742743,2055.968
0.15,0.8000000000000004,8725.852,7817.066,1.0505044337500802,0.006560993474658082,1.1325639427016754,2042.598
0.15,0.8200000000000004,8862.218,7969.498,1.0600836968223,0.0056532776067734405,1.1288465796496854,2134.59
0.15,0.8400000000000004,8171.276,7419.808,1.0330283248070522,0.006380503094997418,1.1204268588903536,2054.092
0.15,0.8600000000000004,8236.196,7517.452,1.0373169658444732,0.005514618440986347,1.1133326773293108,2133.648
0.15,0.8800000000000004,7979.594,7309.274,1.0310660172189314,0.005625736513670154,1.1024692684153314,2126.082
0.15,0.9000000000000005,7574.434,7007.488,1.0116233186710617,0.005894496037816688,1.0939252172415213,2091.728
0.15,0.9200000000000005,6845.476,6393.926,0.9930509643405291,0.00587577588921047,1.0856574446198248,1953.272
0.15,0.9400000000000005,6818.458,6413.17,0.9875179350609871,0.005920833279818956,1.0731378839309413,2027.876
0.15,0.9600000000000005,6626.584,6262.904,0.9842568339421987,0.005536143703630152,1.0692969514178925,2023.102
0.15,0.9800000000000005,6112.65,5843.09,0.972273147784217,0.0055592288803404735,1.0647423530516513,1927.478
0.15,1.0000000000000004,5316.15,5136.254,0.9539633183119147,0.00547089865789885,1.056648264741087,1736.98
