
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.15,0.0,13447.478,9865.378,1.353959496125049,0.004331356329005486,1.358708555861977,0.0
0.15,0.02,13557.656,9980.552,1.3570057623188405,0.002797364202997447,1.3615699807152455,1.244
0.15,0.04,13544.582,9942.292,1.3586860247250276,0.0032023897910204192,1.360083249208327,2.288
0.15,0.06,13485.544,9903.708,1.355284759043206,0.0037964223942260193,1.3618834861392586,3.406
0.15,0.08,13473.112,9903.458,1.3534352348892518,0.004062941307770268,1.3614620052135913,4.414
0.15,0.1,13442.388,9864.57,1.3531980469111522,0.004387950031714138,1.3623319536409872,5.608
0.15,0.12000000000000001,13414.67,9867.34,1.3514891375683056,0.003959605288772568,1.3594615945613175,6.61
0.15,0.14,13426.594,9883.924,1.3498919670401723,0.004254437661500749,1.3607098562460613,7.79
0.15,0.16,13487.974,9922.112,1.353399741981229,0.0038955348848172815,1.3614844240305177,9.13
0.15,0.18,13550.926,9942.082,1.3588924869256964,0.003419007115223849,1.3611141813126983,10.136
0.15,0.19999999999999998,13349.938,9809.186,1.3489403514584057,0.004607361634012772,1.361043581594343,10.906
0.15,0.21999999999999997,13421.81,9864.938,1.351693624398867,0.004186059472452542,1.3608297761051258,12.012
0.15,0.23999999999999996,13342.034,9809.716,1.348574271525623,0.00451483563948054,1.3613546120400806,13.034
0.15,0.25999999999999995,13328.37,9845.216,1.3431988456216115,0.004486865371917377,1.3594327994051896,14.44
0.15,0.27999999999999997,13407.926,9883.882,1.3486893729904381,0.004105636819003948,1.3600120344242557,15.148
0.15,0.3,13470.756,9911.068,1.3544236374580338,0.0033317267900185347,1.359750577226718,16.268
0.15,0.32,13542.742,9962.188,1.3569294181078906,0.0030545424501351942,1.3561242499513058,17.84
0.15,0.34,13519.75,9941.618,1.3555134817750145,0.0034878454593531612,1.359109139319293,19.232
0.15,0.36000000000000004,13298.558,9794.388,1.3462725277320893,0.004405022514460349,1.3613642676622912,19.586
0.15,0.38000000000000006,13454.55,9905.094,1.3525819215863908,0.0035818794654157884,1.359640168024493,21.734
0.15,0.4000000000000001,13383.95,9845.966,1.348361443197067,0.004658381134799274,1.3609030880744577,21.87
0.15,0.4200000000000001,13435.856,9904.986,1.3501645917254355,0.0037601619677600415,1.3609130272268117,23.364
0.15,0.4400000000000001,13406.03,9904.276,1.3477442590889264,0.003586704733396057,1.361296464306395,24.4
0.15,0.46000000000000013,13519.036,9944.546,1.3564459502495196,0.002876324594191992,1.360426697293726,25.324
0.15,0.48000000000000015,13394.15,9864.964,1.3481808598654805,0.004472515219409762,1.3595375855734197,26.734
0.15,0.5000000000000001,13522.37,9941.354,1.3553664260381593,0.003716636882478714,1.3617577094654623,27.768
0.15,0.5200000000000001,13302.392,9788.342,1.3453320428340005,0.004820581389545044,1.3596761543491143,28.552
0.15,0.5400000000000001,13363.394,9883.716,1.34357939479435,0.004277948230838217,1.3581079873569712,29.888
0.15,0.5600000000000002,13338.178,9845.42,1.3439765877472423,0.004542838828400223,1.3581831681801673,30.94
0.15,0.5800000000000002,13434.11,9884.338,1.3514522742372697,0.0039799161410243745,1.359577858090378,31.854
0.15,0.6000000000000002,13379.776,9825.848,1.3498827668235263,0.004690796511731263,1.3590310916443327,32.888
0.15,0.6200000000000002,13263.266,9790.154,1.3420806650843018,0.004667485158965358,1.3589648112610966,34.166
0.15,0.6400000000000002,13396.084,9866.814,1.3493851109029344,0.0040781846844023875,1.360403196461041,35.076
0.15,0.6600000000000003,13363.202,9848.724,1.3477364531288123,0.0040491544168619244,1.3597939536136152,36.282
0.15,0.6800000000000003,13453.872,9885.21,1.3533264503750242,0.004117448479156552,1.358468844668003,37.64
0.15,0.7000000000000003,13481.104,9943.52,1.352543165442932,0.003041932068400228,1.357601899024788,38.41
0.15,0.7200000000000003,13280.206,9769.438,1.3437342986016334,0.005272449482497565,1.3588677289898317,39.964
0.15,0.7400000000000003,13367.766,9827.37,1.3489738257558421,0.004574895225377394,1.3578691570766406,39.86
0.15,0.7600000000000003,13378.172,9864.256,1.3459677291023633,0.004675472770503055,1.356987168764983,42.596
0.15,0.7800000000000004,13452.406,9903.364,1.351962616215941,0.0037053274153659023,1.3607001141338182,42.09
0.15,0.8000000000000004,13366.46,9846.1,1.3467077810638157,0.004735145713817249,1.3571199902825515,44.486
0.15,0.8200000000000004,13277.788,9809.562,1.3406222096943123,0.005000467236799986,1.35927466657596,44.95
0.15,0.8400000000000004,13417.382,9904.348,1.3487314916859006,0.0036438756205174672,1.3570974629769659,46.86
0.15,0.8600000000000004,13482.296,9942.454,1.352499421906773,0.0031909868940759928,1.3573123302391645,47.774
0.15,0.8800000000000004,13314.28,9830.162,1.3452004318885116,0.004032238895590503,1.357753464693344,48.514
0.15,0.9000000000000005,13331.704,9846.68,1.3439258708753186,0.004438121640779423,1.355547543453502,49.238
0.15,0.9200000000000005,13397.26,9867.212,1.349780154519865,0.004006676785574329,1.3574568477598619,50.004
0.15,0.9400000000000005,13361.598,9867.13,1.3460033386199868,0.003992577643715251,1.359176358345339,51.946
0.15,0.9600000000000005,13436.746,9923.41,1.3492043878050524,0.003451671478521267,1.3602467970717709,51.952
0.15,0.9800000000000005,13459.31,9942.546,1.3501261855501825,0.0031655864881194123,1.3583353791719892,55.952
0.15,1.0000000000000004,13482.096,9942.418,1.3518287112435343,0.003473761477840839,1.3553949573804407,54.542
