
False negative test rate,Tracing efficiency,N_infected_done,N_recovered,ReffMean,ReffStd,ReffTheoretical,N_traced
0.05,0.0,13702.55,9905.288,1.3770745364696286,0.0037994719284119793,1.3811470005815927,0.0
0.05,0.02,13592.744,9924.364,1.3650616988861641,0.0034183678828289634,1.3708615589959094,95.392
0.05,0.04,13463.628,9884.386,1.3542291904624992,0.004152626334484939,1.360506148597085,189.146
0.05,0.06,13374.938,9903.526,1.3438932415331244,0.0038606796978914084,1.3523457128449512,285.78
0.05,0.08,13264.782,9923.404,1.3319585234373892,0.003449996548354733,1.342473202263901,382.36
0.05,0.1,13068.174,9848.398,1.3182958281985582,0.003977285900727595,1.3292214145186825,473.692
0.05,0.12000000000000001,12772.524,9714.322,1.2977461708426263,0.005295194557883989,1.317759262868769,560.944
0.05,0.14,12756.99,9757.956,1.295246680872527,0.004334117229580553,1.3058043843602136,657.54
0.05,0.16,12752.208,9828.806,1.2882755159526538,0.00398057212754313,1.2996416905341228,758.778
0.05,0.18,12636.942,9829.166,1.2769684971582171,0.0038181896322930613,1.285231844332571,855.358
0.05,0.19999999999999998,12454.62,9772.048,1.262856916700029,0.004216600827443532,1.27763324977561,946.084
0.05,0.21999999999999997,12175.142,9619.438,1.2454203097570875,0.005388642164837772,1.2651208226147015,1023.534
0.05,0.23999999999999996,11658.69,9324.628,1.2171466895490308,0.006230494774232008,1.2534809881716225,1084.814
0.05,0.25999999999999995,12102.602,9718.822,1.2318931623602585,0.004372789951756172,1.2450047545255987,1224.594
0.05,0.27999999999999997,11718.868,9530.092,1.2089443097206587,0.004939653146517489,1.230287311164007,1298.672
0.05,0.3,11395.392,9344.828,1.1922630337224775,0.0054452635293522865,1.223930622863636,1359.612
0.05,0.32,11180.864,9232.202,1.1762848576574867,0.00619195740704509,1.210562995217975,1441.374
0.05,0.34,11001.89,9170.558,1.1664629691710686,0.005769107113939898,1.1990961830213493,1526.086
0.05,0.36000000000000004,10993.938,9278.134,1.1596958027456838,0.004999361945525506,1.1904325539469554,1629.844
0.05,0.38000000000000006,10488.302,8907.75,1.1370759540709405,0.006001309165703074,1.175182157945219,1654.762
0.05,0.4000000000000001,10131.06,8685.858,1.1208070267180157,0.0062549653653929975,1.161408040599758,1699.78
0.05,0.4200000000000001,9510.684,8256.782,1.0911868626399592,0.006976707636349997,1.1514478844255904,1697.046
0.05,0.4400000000000001,9542.74,8361.716,1.0850521972615383,0.006623685012237574,1.1404700090055044,1809.648
0.05,0.46000000000000013,9083.072,8041.422,1.0722558581239334,0.006170282910402986,1.128645440968202,1819.132
0.05,0.48000000000000015,8590.186,7677.964,1.0530891127025124,0.006427237379961817,1.1112628108296811,1811.698
0.05,0.5000000000000001,8217.436,7450.824,1.0358398093242271,0.0061550588048451685,1.1061629841982086,1844.356
0.05,0.5200000000000001,7916.36,7212.874,1.0264377104168383,0.006289446027155595,1.0952375165118768,1846.476
0.05,0.5400000000000001,7524.056,6905.526,1.0147576939679435,0.006405614239841408,1.0769524582646859,1837.692
0.05,0.5600000000000002,6737.492,6278.254,0.9892544372959897,0.006272418751312251,1.0674941110682128,1740.844
0.05,0.5800000000000002,6185.786,5818.792,0.9716783892948994,0.006389868169339081,1.0511367684091073,1664.456
0.05,0.6000000000000002,5829.22,5531.916,0.9636966038569441,0.006253901135360461,1.0421621464033555,1636.336
0.05,0.6200000000000002,5098.712,4868.688,0.9438928913098559,0.00619017720393511,1.0263112560826273,1484.088
0.05,0.6400000000000002,4704.104,4565.544,0.9329572491971484,0.005960272188695723,1.0092405806385047,1443.45
0.05,0.6600000000000003,3743.486,3706.216,0.9035284627221855,0.0060325845885787184,0.9946127157577949,1209.682
0.05,0.6800000000000003,3684.408,3679.022,0.9084240699627757,0.00560423415869277,0.9903387500431948,1236.21
0.05,0.7000000000000003,3353.744,3355.126,0.9069600367901971,0.005242849777348643,0.9790421342279652,1151.552
0.05,0.7200000000000003,3021.034,3048.772,0.8916630981926204,0.00571089597600974,0.9620842242149584,1075.018
0.05,0.7400000000000003,2463.78,2524.892,0.8831994206793853,0.005345951681600266,0.9476190815600071,915.352
0.05,0.7600000000000003,2175.736,2250.246,0.8756867750113372,0.0050512320469811136,0.9325810035342138,832.802
0.05,0.7800000000000004,2016.8,2092.892,0.8671263514712899,0.005431453340528205,0.9194349379676203,793.81
0.05,0.8000000000000004,1681.566,1771.598,0.8638123157549377,0.0048582169807411466,0.9099535706519698,688.444
0.05,0.8200000000000004,1487.246,1583.4,0.8543815710210068,0.005207983648023456,0.8815990147809164,626.384
0.05,0.8400000000000004,1343.204,1441.034,0.8375925700018637,0.005335567526213276,0.879581503830527,581.75
0.05,0.8600000000000004,1228.918,1327.044,0.8369317724506125,0.005465803616732314,0.8674480411414063,540.082
0.05,0.8800000000000004,1058.154,1156.136,0.834921931953854,0.004997040689514552,0.8543305501972153,478.376
0.05,0.9000000000000005,1030.612,1130.138,0.8379310828586696,0.004839163215526423,0.847872472039857,474.278
0.05,0.9200000000000005,982.834,1082.834,0.8258872687798839,0.005261707134190724,0.8162883500439709,463.796
0.05,0.9400000000000005,824.698,923.14,0.8122014858010197,0.0053828049093674,0.8119649966073242,402.222
0.05,0.9600000000000005,806.122,906.122,0.8103477659207033,0.005454716136516669,0.8032144487443116,400.512
0.05,0.9800000000000005,696.858,796.858,0.7982095969854215,0.005449769020698056,0.7738090811077467,357.598
0.05,1.0000000000000004,651.106,751.106,0.791588181480584,0.005518098455247787,0.7616957872754574,340.934
